proto,port_src,port_dst,pkt_size,label
17,37176,876,466,1
17,37176,876,450,1
17,37176,876,450,1
17,37176,876,452,1
17,37176,876,452,1
17,37176,876,386,1
17,37176,876,386,1
17,37176,876,395,1
17,37176,876,395,1
17,37176,876,438,1
17,37176,876,438,1
17,37176,876,466,1
17,37176,876,466,1
17,37176,876,450,1
17,37176,876,450,1
17,37176,876,452,1
17,37176,876,452,1
17,50079,988,375,1
17,50079,988,375,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,427,1
17,50079,988,427,1
17,50079,988,389,1
17,50079,988,389,1
17,50079,988,394,1
17,50079,988,394,1
17,50079,988,441,1
17,50079,988,380,1
17,50079,988,441,1
17,50079,988,380,1
17,50079,988,439,1
17,50079,988,380,1
17,50079,988,439,1
17,50079,988,380,1
17,50079,988,441,1
17,50079,988,394,1
17,50079,988,441,1
17,50079,988,394,1
17,50079,988,453,1
17,50079,988,394,1
17,50079,988,453,1
17,50079,988,394,1
17,50079,988,455,1
17,50079,988,455,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,441,1
17,50079,988,441,1
17,50079,988,455,1
17,50079,988,455,1
17,50079,988,453,1
17,50079,988,453,1
17,50079,988,394,1
17,50079,988,394,1
17,50079,988,441,1
17,50079,988,441,1
17,50079,988,394,1
17,50079,988,394,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,439,1
17,50079,988,439,1
17,50079,988,394,1
17,50079,988,394,1
17,50079,988,389,1
17,50079,988,389,1
17,50079,988,427,1
17,50079,988,427,1
17,50079,988,380,1
17,50079,988,375,1
17,50079,988,380,1
17,50079,988,375,1
17,50079,988,375,1
17,50079,988,375,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,427,1
17,50079,988,389,1
17,50079,988,427,1
17,50079,988,394,1
17,50079,988,389,1
17,50079,988,394,1
17,50079,988,441,1
17,50079,988,394,1
17,50079,988,441,1
17,50079,988,394,1
17,50079,988,455,1
17,50079,988,455,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,439,1
17,50079,988,439,1
17,50079,988,380,1
17,50079,988,380,1
17,50079,988,394,1
17,50079,988,394,1
17,50079,988,453,1
17,50079,988,453,1
17,50079,988,441,1
17,50079,988,441,1
17,34615,1041,363,1
17,34615,1041,363,1
17,34615,1041,372,1
17,34615,1041,372,1
17,34615,1041,435,1
17,34615,1041,435,1
17,34615,1041,417,1
17,34615,1041,417,1
17,34615,1041,372,1
17,34615,1041,372,1
17,34615,1041,411,1
17,34615,1041,411,1
17,34615,1041,443,1
17,34615,1041,443,1
17,34615,1041,372,1
17,34615,1041,372,1
17,34615,1041,431,1
17,34615,1041,431,1
17,34615,1041,425,1
17,34615,1041,425,1
17,40769,1167,363,1
17,40769,1167,363,1
17,40769,1167,372,1
17,40769,1167,372,1
17,40769,1167,435,1
17,40769,1167,435,1
17,40769,1167,417,1
17,40769,1167,417,1
17,40769,1167,372,1
17,40769,1167,372,1
17,40769,1167,411,1
17,40769,1167,411,1
17,40769,1167,443,1
17,40769,1167,443,1
17,40769,1167,372,1
17,40769,1167,372,1
17,40769,1167,431,1
17,40769,1167,431,1
17,40769,1167,425,1
17,40769,1167,425,1
17,49850,1211,363,1
17,49850,1211,363,1
17,49850,1211,372,1
17,49850,1211,372,1
17,49850,1211,435,1
17,49850,1211,435,1
17,49850,1211,417,1
17,49850,1211,417,1
17,49850,1211,372,1
17,49850,1211,372,1
17,49850,1211,411,1
17,49850,1211,411,1
17,49850,1211,443,1
17,49850,1211,443,1
17,49850,1211,372,1
17,49850,1211,372,1
17,49850,1211,431,1
17,49850,1211,431,1
17,49850,1211,425,1
17,49850,1211,425,1
17,35966,1314,363,1
17,35966,1314,363,1
17,35966,1314,372,1
17,35966,1314,372,1
17,35966,1314,435,1
17,35966,1314,435,1
17,35966,1314,417,1
17,35966,1314,417,1
17,35966,1314,372,1
17,35966,1314,372,1
17,35966,1314,411,1
17,35966,1314,411,1
17,35966,1314,443,1
17,35966,1314,443,1
17,35966,1314,372,1
17,35966,1314,372,1
17,35966,1314,431,1
17,35966,1314,431,1
17,52630,1331,363,1
17,52630,1331,363,1
17,52630,1331,372,1
17,52630,1331,372,1
17,52630,1331,435,1
17,52630,1331,435,1
17,52630,1331,417,1
17,52630,1331,417,1
17,52630,1331,372,1
17,52630,1331,372,1
17,52630,1331,411,1
17,52630,1331,411,1
17,52630,1331,443,1
17,52630,1331,443,1
17,52630,1331,372,1
17,52630,1331,372,1
17,52630,1331,431,1
17,52630,1331,431,1
17,52630,1331,425,1
17,52630,1331,425,1
17,32768,1336,314,1
17,32768,1336,314,1
17,32768,1336,314,1
17,32768,1336,314,1
17,32768,1336,323,1
17,32768,1336,323,1
17,32768,1336,323,1
17,32768,1336,323,1
17,32768,1336,378,1
17,32768,1336,378,1
17,32768,1336,378,1
17,32768,1336,378,1
17,32768,1336,388,1
17,32768,1336,388,1
17,32768,1336,388,1
17,32768,1336,388,1
17,46327,1423,363,1
17,46327,1423,363,1
17,46327,1423,372,1
17,46327,1423,372,1
17,46327,1423,435,1
17,46327,1423,435,1
17,46327,1423,417,1
17,46327,1423,417,1
17,46327,1423,372,1
17,46327,1423,372,1
17,46327,1423,411,1
17,46327,1423,411,1
17,46327,1423,443,1
17,46327,1423,443,1
17,46327,1423,372,1
17,46327,1423,372,1
17,46327,1423,431,1
17,46327,1423,431,1
17,46327,1423,425,1
17,46327,1423,425,1
17,51419,1562,363,1
17,51419,1562,363,1
17,51419,1562,372,1
17,51419,1562,372,1
17,51419,1562,435,1
17,51419,1562,435,1
17,51419,1562,417,1
17,51419,1562,417,1
17,51419,1562,372,1
17,51419,1562,372,1
17,51419,1562,411,1
17,51419,1562,411,1
17,51419,1562,443,1
17,51419,1562,443,1
17,51419,1562,372,1
17,51419,1562,372,1
17,51419,1562,431,1
17,51419,1562,431,1
17,51419,1562,425,1
17,51419,1562,425,1
17,52483,1660,363,1
17,52483,1660,363,1
17,52483,1660,372,1
17,52483,1660,372,1
17,52483,1660,435,1
17,52483,1660,435,1
17,52483,1660,417,1
17,52483,1660,417,1
17,52483,1660,372,1
17,52483,1660,372,1
17,52483,1660,411,1
17,52483,1660,411,1
17,52483,1660,443,1
17,52483,1660,443,1
17,52483,1660,372,1
17,52483,1660,372,1
17,52483,1660,431,1
17,52483,1660,431,1
17,52483,1660,425,1
17,52483,1660,425,1
17,60243,1698,363,1
17,60243,1698,363,1
17,60243,1698,372,1
17,60243,1698,372,1
17,60243,1698,435,1
17,60243,1698,435,1
17,60243,1698,417,1
17,60243,1698,417,1
17,60243,1698,372,1
17,60243,1698,372,1
17,60243,1698,411,1
17,60243,1698,411,1
17,60243,1698,443,1
17,60243,1698,443,1
17,60243,1698,372,1
17,60243,1698,372,1
17,60243,1698,431,1
17,60243,1698,431,1
17,60243,1698,425,1
17,60243,1698,425,1
17,33046,1724,363,1
17,33046,1724,363,1
17,33046,1724,372,1
17,33046,1724,372,1
17,33046,1724,435,1
17,33046,1724,435,1
17,33046,1724,417,1
17,33046,1724,417,1
17,33046,1724,372,1
17,33046,1724,372,1
17,33046,1724,411,1
17,33046,1724,411,1
17,33046,1724,443,1
17,33046,1724,443,1
17,33046,1724,372,1
17,33046,1724,372,1
17,33046,1724,431,1
17,33046,1724,431,1
17,33046,1724,425,1
17,33046,1724,425,1
17,48482,1779,363,1
17,48482,1779,363,1
17,48482,1779,372,1
17,48482,1779,372,1
17,48482,1779,435,1
17,48482,1779,435,1
17,48482,1779,417,1
17,48482,1779,417,1
17,48482,1779,372,1
17,48482,1779,372,1
17,48482,1779,411,1
17,48482,1779,411,1
17,48482,1779,443,1
17,48482,1779,443,1
17,48482,1779,372,1
17,48482,1779,372,1
17,48482,1779,431,1
17,48482,1779,431,1
17,48482,1779,425,1
17,48482,1779,425,1
17,55091,1847,363,1
17,55091,1847,363,1
17,55091,1847,372,1
17,55091,1847,372,1
17,55091,1847,435,1
17,55091,1847,435,1
17,55091,1847,417,1
17,55091,1847,417,1
17,55091,1847,372,1
17,55091,1847,372,1
17,55091,1847,411,1
17,55091,1847,411,1
17,55091,1847,443,1
17,55091,1847,443,1
17,55091,1847,372,1
17,55091,1847,372,1
17,55091,1847,431,1
17,55091,1847,431,1
17,55091,1847,425,1
17,55091,1847,425,1
17,55195,1947,316,1
17,55195,1947,316,1
17,55195,1947,316,1
17,55195,1947,316,1
17,55195,1947,325,1
17,55195,1947,325,1
17,55195,1947,325,1
17,55195,1947,325,1
17,55195,1947,380,1
17,55195,1947,380,1
17,55195,1947,380,1
17,55195,1947,380,1
17,55195,1947,390,1
17,55195,1947,390,1
17,55195,1947,390,1
17,55195,1947,390,1
17,55917,2187,363,1
17,55917,2187,363,1
17,55917,2187,372,1
17,55917,2187,372,1
17,55917,2187,435,1
17,55917,2187,435,1
17,55917,2187,417,1
17,55917,2187,417,1
17,55917,2187,372,1
17,55917,2187,372,1
17,55917,2187,411,1
17,55917,2187,411,1
17,55917,2187,443,1
17,55917,2187,443,1
17,55917,2187,372,1
17,55917,2187,372,1
17,55917,2187,431,1
17,55917,2187,431,1
17,55917,2187,425,1
17,55917,2187,425,1
17,54713,2209,363,1
17,54713,2209,363,1
17,54713,2209,372,1
17,54713,2209,372,1
17,54713,2209,435,1
17,54713,2209,435,1
17,54713,2209,417,1
17,54713,2209,417,1
17,54713,2209,372,1
17,54713,2209,372,1
17,54713,2209,411,1
17,54713,2209,411,1
17,54713,2209,443,1
17,54713,2209,443,1
17,54713,2209,372,1
17,54713,2209,372,1
17,54713,2209,431,1
17,54713,2209,431,1
17,54713,2209,425,1
17,54713,2209,425,1
17,54212,2474,363,1
17,54212,2474,363,1
17,54212,2474,372,1
17,54212,2474,372,1
17,54212,2474,435,1
17,54212,2474,435,1
17,54212,2474,417,1
17,54212,2474,417,1
17,54212,2474,372,1
17,54212,2474,372,1
17,54212,2474,411,1
17,54212,2474,411,1
17,54212,2474,443,1
17,54212,2474,443,1
17,54212,2474,372,1
17,54212,2474,372,1
17,54212,2474,431,1
17,54212,2474,431,1
17,54212,2474,425,1
17,54212,2474,425,1
17,34831,2602,363,1
17,34831,2602,363,1
17,34831,2602,372,1
17,34831,2602,372,1
17,34831,2602,435,1
17,34831,2602,435,1
17,34831,2602,417,1
17,34831,2602,417,1
17,34831,2602,372,1
17,34831,2602,372,1
17,34831,2602,411,1
17,34831,2602,411,1
17,34831,2602,443,1
17,34831,2602,443,1
17,34831,2602,372,1
17,34831,2602,372,1
17,34831,2602,431,1
17,34831,2602,431,1
17,34831,2602,425,1
17,34831,2602,425,1
17,50610,2795,315,1
17,50610,2795,315,1
17,50610,2795,315,1
17,50610,2795,315,1
17,50610,2795,324,1
17,50610,2795,324,1
17,50610,2795,324,1
17,50610,2795,324,1
17,50610,2795,379,1
17,50610,2795,379,1
17,50610,2795,379,1
17,50610,2795,379,1
17,50610,2795,389,1
17,50610,2795,389,1
17,50610,2795,389,1
17,50610,2795,389,1
17,39174,2865,363,1
17,39174,2865,363,1
17,39174,2865,372,1
17,39174,2865,372,1
17,39174,2865,435,1
17,39174,2865,435,1
17,39174,2865,417,1
17,39174,2865,417,1
17,39174,2865,372,1
17,39174,2865,372,1
17,39174,2865,411,1
17,39174,2865,411,1
17,39174,2865,443,1
17,39174,2865,443,1
17,39174,2865,372,1
17,39174,2865,372,1
17,39174,2865,431,1
17,39174,2865,431,1
17,39174,2865,425,1
17,39174,2865,425,1
17,52128,2881,363,1
17,52128,2881,363,1
17,52128,2881,372,1
17,52128,2881,372,1
17,52128,2881,435,1
17,52128,2881,435,1
17,52128,2881,417,1
17,52128,2881,417,1
17,52128,2881,372,1
17,52128,2881,372,1
17,52128,2881,411,1
17,52128,2881,411,1
17,52128,2881,443,1
17,52128,2881,443,1
17,52128,2881,372,1
17,52128,2881,372,1
17,52128,2881,431,1
17,52128,2881,431,1
17,52128,2881,425,1
17,52128,2881,425,1
17,49328,2940,363,1
17,49328,2940,363,1
17,49328,2940,372,1
17,49328,2940,372,1
17,49328,2940,435,1
17,49328,2940,435,1
17,49328,2940,417,1
17,49328,2940,417,1
17,49328,2940,372,1
17,49328,2940,372,1
17,49328,2940,411,1
17,49328,2940,411,1
17,49328,2940,443,1
17,49328,2940,443,1
17,49328,2940,372,1
17,49328,2940,372,1
17,49328,2940,431,1
17,49328,2940,431,1
17,49328,2940,425,1
17,49328,2940,425,1
17,48758,3120,363,1
17,48758,3120,363,1
17,48758,3120,372,1
17,48758,3120,372,1
17,48758,3120,435,1
17,48758,3120,435,1
17,48758,3120,417,1
17,48758,3120,417,1
17,48758,3120,372,1
17,48758,3120,372,1
17,48758,3120,411,1
17,48758,3120,411,1
17,48758,3120,443,1
17,48758,3120,443,1
17,48758,3120,372,1
17,48758,3120,372,1
17,48758,3120,431,1
17,48758,3120,431,1
17,48758,3120,425,1
17,48758,3120,425,1
17,44594,3135,417,1
17,44594,3135,417,1
17,44594,3135,372,1
17,44594,3135,372,1
17,44594,3135,411,1
17,44594,3135,411,1
17,44594,3135,443,1
17,44594,3135,443,1
17,44594,3135,372,1
17,44594,3135,372,1
17,44594,3135,431,1
17,44594,3135,431,1
17,44594,3135,425,1
17,44594,3135,425,1
17,57739,3148,363,1
17,57739,3148,363,1
17,57739,3148,372,1
17,57739,3148,372,1
17,57739,3148,435,1
17,57739,3148,435,1
17,57739,3148,417,1
17,57739,3148,417,1
17,57739,3148,372,1
17,57739,3148,372,1
17,57739,3148,411,1
17,57739,3148,411,1
17,57739,3148,443,1
17,57739,3148,443,1
17,57739,3148,372,1
17,57739,3148,372,1
17,57739,3148,431,1
17,57739,3148,431,1
17,57739,3148,425,1
17,57739,3148,425,1
17,60769,3169,363,1
17,60769,3169,363,1
17,60769,3169,372,1
17,60769,3169,372,1
17,60769,3169,435,1
17,60769,3169,435,1
17,60769,3169,417,1
17,60769,3169,417,1
17,60769,3169,372,1
17,60769,3169,372,1
17,60769,3169,411,1
17,60769,3169,411,1
17,60769,3169,443,1
17,60769,3169,443,1
17,60769,3169,372,1
17,60769,3169,372,1
17,60769,3169,431,1
17,60769,3169,431,1
17,60769,3169,425,1
17,60769,3169,425,1
17,55910,3356,363,1
17,55910,3356,363,1
17,55910,3356,372,1
17,55910,3356,372,1
17,55910,3356,435,1
17,55910,3356,435,1
17,55910,3356,417,1
17,55910,3356,417,1
17,55910,3356,372,1
17,55910,3356,372,1
17,55910,3356,411,1
17,55910,3356,411,1
17,55910,3356,443,1
17,55910,3356,443,1
17,55910,3356,372,1
17,55910,3356,372,1
17,55910,3356,431,1
17,55910,3356,431,1
17,55910,3356,425,1
17,55910,3356,425,1
17,44947,3447,363,1
17,44947,3447,363,1
17,44947,3447,372,1
17,44947,3447,372,1
17,44947,3447,435,1
17,44947,3447,435,1
17,44947,3447,417,1
17,44947,3447,417,1
17,44947,3447,372,1
17,44947,3447,372,1
17,44947,3447,411,1
17,44947,3447,411,1
17,44947,3447,443,1
17,44947,3447,443,1
17,44947,3447,372,1
17,44947,3447,372,1
17,44947,3447,431,1
17,44947,3447,431,1
17,44947,3447,425,1
17,44947,3447,425,1
17,38186,3479,363,1
17,38186,3479,363,1
17,38186,3479,372,1
17,38186,3479,372,1
17,38186,3479,435,1
17,38186,3479,435,1
17,38186,3479,417,1
17,38186,3479,417,1
17,38186,3479,372,1
17,38186,3479,372,1
17,38186,3479,411,1
17,38186,3479,411,1
17,38186,3479,443,1
17,38186,3479,443,1
17,38186,3479,372,1
17,38186,3479,372,1
17,38186,3479,431,1
17,38186,3479,431,1
17,38186,3479,425,1
17,38186,3479,425,1
17,50079,3629,375,1
17,50079,3629,375,1
17,50079,3629,380,1
17,50079,3629,380,1
17,50079,3629,427,1
17,50079,3629,427,1
17,50079,3629,389,1
17,50079,3629,389,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,441,1
17,50079,3629,380,1
17,50079,3629,441,1
17,50079,3629,380,1
17,50079,3629,439,1
17,50079,3629,380,1
17,50079,3629,439,1
17,50079,3629,380,1
17,50079,3629,441,1
17,50079,3629,441,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,453,1
17,50079,3629,453,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,455,1
17,50079,3629,455,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,455,1
17,50079,3629,455,1
17,50079,3629,441,1
17,50079,3629,380,1
17,50079,3629,441,1
17,50079,3629,380,1
17,50079,3629,439,1
17,50079,3629,380,1
17,50079,3629,439,1
17,50079,3629,389,1
17,50079,3629,380,1
17,50079,3629,389,1
17,50079,3629,441,1
17,50079,3629,394,1
17,50079,3629,441,1
17,50079,3629,394,1
17,50079,3629,427,1
17,50079,3629,380,1
17,50079,3629,427,1
17,50079,3629,375,1
17,50079,3629,380,1
17,50079,3629,375,1
17,50079,3629,453,1
17,50079,3629,453,1
17,50079,3629,375,1
17,50079,3629,375,1
17,50079,3629,380,1
17,50079,3629,380,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,394,1
17,50079,3629,441,1
17,50079,3629,394,1
17,50079,3629,389,1
17,50079,3629,441,1
17,50079,3629,439,1
17,50079,3629,389,1
17,50079,3629,441,1
17,50079,3629,439,1
17,50079,3629,380,1
17,50079,3629,441,1
17,50079,3629,380,1
17,50079,3629,455,1
17,50079,3629,455,1
17,50079,3629,453,1
17,50079,3629,453,1
17,50079,3629,427,1
17,50079,3629,427,1
17,50079,3629,380,1
17,50079,3629,380,1
17,50079,3629,394,1
17,50079,3629,394,1
17,60761,3634,363,1
17,60761,3634,363,1
17,60761,3634,372,1
17,60761,3634,372,1
17,60761,3634,435,1
17,60761,3634,435,1
17,60761,3634,417,1
17,60761,3634,417,1
17,60761,3634,372,1
17,60761,3634,372,1
17,60761,3634,411,1
17,60761,3634,411,1
17,60761,3634,443,1
17,60761,3634,443,1
17,60761,3634,372,1
17,60761,3634,372,1
17,60761,3634,431,1
17,60761,3634,431,1
17,60761,3634,425,1
17,60761,3634,425,1
17,51366,3643,316,1
17,51366,3643,316,1
17,51366,3643,316,1
17,51366,3643,316,1
17,51366,3643,325,1
17,51366,3643,325,1
17,51366,3643,325,1
17,51366,3643,325,1
17,51366,3643,380,1
17,51366,3643,380,1
17,51366,3643,380,1
17,51366,3643,380,1
17,51366,3643,390,1
17,51366,3643,390,1
17,51366,3643,390,1
17,51366,3643,390,1
17,53126,3658,363,1
17,53126,3658,363,1
17,53126,3658,372,1
17,53126,3658,372,1
17,53126,3658,435,1
17,53126,3658,435,1
17,53126,3658,417,1
17,53126,3658,417,1
17,53126,3658,372,1
17,53126,3658,372,1
17,53126,3658,411,1
17,53126,3658,411,1
17,53126,3658,443,1
17,53126,3658,443,1
17,53126,3658,372,1
17,53126,3658,372,1
17,53126,3658,431,1
17,53126,3658,431,1
17,53126,3658,425,1
17,53126,3658,425,1
17,57274,3663,363,1
17,57274,3663,363,1
17,57274,3663,372,1
17,57274,3663,372,1
17,57274,3663,435,1
17,57274,3663,435,1
17,57274,3663,417,1
17,57274,3663,417,1
17,57274,3663,372,1
17,57274,3663,372,1
17,57274,3663,411,1
17,57274,3663,411,1
17,57274,3663,443,1
17,57274,3663,443,1
17,57274,3663,372,1
17,57274,3663,372,1
17,57274,3663,431,1
17,57274,3663,431,1
17,57274,3663,425,1
17,57274,3663,425,1
17,57421,3795,363,1
17,57421,3795,363,1
17,57421,3795,372,1
17,57421,3795,372,1
17,57421,3795,435,1
17,57421,3795,435,1
17,57421,3795,417,1
17,57421,3795,417,1
17,57421,3795,372,1
17,57421,3795,372,1
17,57421,3795,411,1
17,57421,3795,411,1
17,57421,3795,443,1
17,57421,3795,443,1
17,57421,3795,372,1
17,57421,3795,372,1
17,57421,3795,431,1
17,57421,3795,431,1
17,57421,3795,425,1
17,57421,3795,425,1
17,38109,3856,316,1
17,38109,3856,316,1
17,38109,3856,316,1
17,38109,3856,316,1
17,38109,3856,325,1
17,38109,3856,325,1
17,38109,3856,325,1
17,38109,3856,325,1
17,38109,3856,380,1
17,38109,3856,380,1
17,38109,3856,380,1
17,38109,3856,380,1
17,38109,3856,390,1
17,38109,3856,390,1
17,38109,3856,390,1
17,38109,3856,390,1
17,47102,3899,363,1
17,47102,3899,363,1
17,47102,3899,372,1
17,47102,3899,372,1
17,47102,3899,435,1
17,47102,3899,435,1
17,47102,3899,417,1
17,47102,3899,417,1
17,47102,3899,372,1
17,47102,3899,372,1
17,47102,3899,411,1
17,47102,3899,411,1
17,47102,3899,443,1
17,47102,3899,443,1
17,47102,3899,372,1
17,47102,3899,372,1
17,47102,3899,431,1
17,47102,3899,431,1
17,47102,3899,425,1
17,47102,3899,425,1
17,53467,4005,363,1
17,53467,4005,363,1
17,53467,4005,372,1
17,53467,4005,372,1
17,53467,4005,435,1
17,53467,4005,435,1
17,53467,4005,417,1
17,53467,4005,417,1
17,53467,4005,372,1
17,53467,4005,372,1
17,53467,4005,411,1
17,53467,4005,411,1
17,53467,4005,443,1
17,53467,4005,443,1
17,53467,4005,372,1
17,53467,4005,372,1
17,53467,4005,431,1
17,53467,4005,431,1
17,53467,4005,425,1
17,53467,4005,425,1
17,39565,4019,363,1
17,39565,4019,363,1
17,39565,4019,372,1
17,39565,4019,372,1
17,39565,4019,435,1
17,39565,4019,435,1
17,39565,4019,417,1
17,39565,4019,417,1
17,39565,4019,372,1
17,39565,4019,372,1
17,39565,4019,411,1
17,39565,4019,411,1
17,39565,4019,443,1
17,39565,4019,443,1
17,39565,4019,372,1
17,39565,4019,372,1
17,39565,4019,431,1
17,39565,4019,431,1
17,39565,4019,425,1
17,39565,4019,425,1
17,40039,4023,363,1
17,40039,4023,363,1
17,40039,4023,372,1
17,40039,4023,372,1
17,40039,4023,435,1
17,40039,4023,435,1
17,40039,4023,417,1
17,40039,4023,417,1
17,40039,4023,372,1
17,40039,4023,372,1
17,40039,4023,411,1
17,40039,4023,411,1
17,40039,4023,443,1
17,40039,4023,443,1
17,40039,4023,372,1
17,40039,4023,372,1
17,40039,4023,431,1
17,40039,4023,431,1
17,40039,4023,425,1
17,40039,4023,425,1
17,42050,4115,363,1
17,42050,4115,363,1
17,42050,4115,372,1
17,42050,4115,372,1
17,42050,4115,435,1
17,42050,4115,435,1
17,42050,4115,417,1
17,42050,4115,417,1
17,42050,4115,372,1
17,42050,4115,372,1
17,42050,4115,411,1
17,42050,4115,411,1
17,42050,4115,443,1
17,42050,4115,443,1
17,42050,4115,372,1
17,42050,4115,372,1
17,42050,4115,431,1
17,42050,4115,431,1
17,42050,4115,425,1
17,42050,4115,425,1
17,54143,4149,417,1
17,54143,4149,417,1
17,54143,4149,372,1
17,54143,4149,372,1
17,54143,4149,411,1
17,54143,4149,411,1
17,54143,4149,443,1
17,54143,4149,443,1
17,54143,4149,372,1
17,54143,4149,372,1
17,54143,4149,431,1
17,54143,4149,431,1
17,54143,4149,425,1
17,54143,4149,425,1
17,33006,4338,317,1
17,33006,4338,317,1
17,33006,4338,317,1
17,33006,4338,317,1
17,33006,4338,326,1
17,33006,4338,326,1
17,33006,4338,326,1
17,33006,4338,326,1
17,33006,4338,381,1
17,33006,4338,381,1
17,33006,4338,381,1
17,33006,4338,381,1
17,33006,4338,391,1
17,33006,4338,391,1
17,33006,4338,391,1
17,33006,4338,391,1
17,56187,4356,363,1
17,56187,4356,363,1
17,56187,4356,372,1
17,56187,4356,372,1
17,56187,4356,435,1
17,56187,4356,435,1
17,56187,4356,417,1
